id,Skill_Rating,Skill,Worker
44730,4,Apache,5933
44731,3,Business intelligence,5933
44732,2,Distribution system,5933
44733,5,Monitoring,5933
44734,1,python,5934
44735,1,Palantir,5934
44736,5,pyspark,5934
44737,4,sql development,5935
44738,4,UNIX/LINUX,5935
44739,3,AWS,5935
44740,2,Devops,5935
44741,3,Agile,5935
44742,5,Stored Procedures,5935
44743,5,IBM CDC,5935
44744,1,Tableau,5935
44745,2,GCP,5936
44746,1,Bigquery,5936
44747,1,Pyspark,5936
44748,4,Dataflow,5936
44749,4,Python,5936
44750,2,Azure Data Factory,5937
44751,3,Pyspark,5937
44752,4,Aas,5937
44753,5,databricks,5937
44754,1,Power BI,5937
44755,2,CICD Deployment,5937
44756,1,Python,5937
44757,2,ADF,5937
44758,1,Data Analyst,5938
44759,5,Python,5938
44760,1,SQL,5938
44761,3,R,5938
44762,4,Java,5938
44763,1,data visualization,5938
44764,2,IT Skills,5938
44765,2,Big Data,5938
44766,2,Data Engineering,5939
44767,5,Cloud Platform,5939
44768,5,SFDC,5939
44769,4,MDM,5939
44770,1,Snowflake,5939
44771,5,Azure,5939
44772,3,GCP,5939
44773,1,DataBricks,5939
44774,3,Data Analysis,5940
44775,5,Data Engineer,5940
44776,5,Data Warehousing,5940
44777,3,Etl Developer,5940
44778,5,Performance Tuning,5940
44779,5,Sql Queries,5940
44780,4,Data Mapping,5940
44781,3,IT Skills,5941
44782,3,Python,5941
44783,4,Cloud,5941
44784,3,Big Data,5941
44785,5,AWS,5941
44786,1,Tableau,5941
44787,4,Hive,5941
44788,2,Powerbi,5941
44789,5,IT services,5942
44790,2,Computer science,5942
44791,3,Backend,5942
44792,1,Data management,5942
44793,5,Analytical,5942
44794,3,Consulting,5942
44795,3,Market intelligence,5942
44796,4,Machine learning,5942
44797,3,spark,5943
44798,4,SCALA,5943
44799,3,AWS,5943
44800,3,IT Skills,5943
44801,5,Java,5943
44802,3,Python,5943
44803,2,Software Development,5943
44804,3,Testing,5943
44805,1,spark,5944
44806,4,SCALA,5944
44807,5,AWS,5944
44808,3,software development life cycle,5944
44809,5,python,5944
44810,2,java,5944
44811,4,kafka,5944
44812,4,hadoop,5944
44813,3,SAN,5945
44814,2,System architecture,5945
44815,2,XML,5945
44816,4,Pharma,5945
44817,4,Consulting,5945
44818,2,System integration,5945
44819,5,Healthcare,5945
44820,1,JSON,5945
44821,5,collibra,5946
44822,5,Data Governance,5946
44823,3,Governance,5946
44824,5,Communication,5946
44825,3,collibra tool,5946
44826,3,Data Engineer,5946
44827,5,ETL,5946
44828,2,Data Engineer,5947
44829,1,Data Analysis,5947
44830,4,Data Warehousing,5947
44831,4,Etl Developer,5947
44832,1,Performance Tuning,5947
44833,3,Sql Queries,5947
44834,4,Data Mapping,5947
44835,4,IT Skills,5948
44836,5,Java,5948
44837,3,Python,5948
44838,3,Oracle,5948
44839,1,MS SQL,5948
44840,2,C#,5948
44841,1,Oracle SQL,5948
44842,4,Apache Flink,5948
44843,1,IT Skills,5949
44844,5,Python,5949
44845,3,Testing,5949
44846,4,MS SQL,5949
44847,4,Big Data,5949
44848,2,SAP,5949
44849,3,Data Quality,5949
44850,4,Business Analytics,5949
44851,4,Data analysis,5950
44852,4,Consulting,5950
44853,2,Business strategy,5950
44854,3,Business intelligence,5950
44855,2,Data mining,5950
44856,2,Operations,5950
44857,1,Analytics,5950
44858,3,Monitoring,5950
44859,1,Data analysis,5951
44860,5,Consulting,5951
44861,2,Business strategy,5951
44862,1,Business intelligence,5951
44863,3,Data mining,5951
44864,1,Operations,5951
44865,3,Analytics,5951
44866,5,Monitoring,5951
44867,5,IT Skills,5952
44868,2,Java,5952
44869,2,Python,5952
44870,1,Software Development,5952
44871,1,Cloud,5952
44872,2,Big Data,5952
44873,5,AWS,5952
44874,2,Cloud computing,5952
44875,5,Azure,5953
44876,5,data engineer,5953
44877,5,Python,5953
44878,4,IT Skills,5953
44879,2,Testing,5953
44880,3,Cloud,5953
44881,5,DevOps,5953
44882,1,Project Management,5953
44883,1,IT services,5954
44884,2,SAN,5954
44885,5,Performance tuning,5954
44886,3,Data analysis,5954
44887,5,SOC,5954
44888,1,SMS,5954
44889,1,Data structures,5954
44890,3,Data quality,5954
44891,4,aws python,5955
44892,5,AWS Pyspark,5955
44893,1,aws data engineer,5955
44894,1,AWS,5955
44895,5,Data Engineering,5956
44896,4,Analytics,5956
44897,1,data,5956
44898,3,Cloud Services,5956
44899,4,Data Structures,5956
44900,3,database,5956
44901,3,Data Migration,5956
44902,3,Optimizing Code,5956
44903,5,Unix,5957
44904,2,Informatica Power Center,5957
44905,1,Schema,5957
44906,5,Perl,5957
44907,5,Informatica,5957
44908,4,Teradata,5957
44909,3,SQL,5957
44910,1,Data Migration,5957
44911,4,sql,5958
44912,4,Python,5958
44913,2,Spark,5958
44914,1,IT Skills,5958
44915,1,Azure Databricks,5959
44916,2,IT Skills,5959
44917,2,Python,5959
44918,4,Project Management,5959
44919,5,Big Data,5959
44920,3,Azure,5959
44921,2,BPO,5959
44922,3,project management,5959
44923,2,Sqoop,5960
44924,3,MS Excel,5960
44925,2,Yarn,5960
44926,2,Pig,5960
44927,3,Hadoop architecture,5960
44928,2,Hive,5960
44929,4,OOzie,5960
44930,5,SAS,5960
44931,3,Data Science,5961
44932,1,Product Development,5961
44933,2,Algorithms,5961
44934,1,Neural Networks,5961
44935,5,Big Data,5961
44936,2,Decision Tree Learning,5961
44937,5,Creating Data Architectures,5961
44938,4,Business Objects,5961
44939,1,Cloud computing,5962
44940,4,SAP,5962
44941,5,Operational excellence,5962
44942,5,Pharma,5962
44943,2,Clinical trials,5962
44944,5,Healthcare,5962
44945,1,Oncology,5962
44946,2,Oracle,5962
44947,3,Python,5963
44948,4,Application Development,5963
44949,3,Solution Architecting,5963
44950,1,Data Engineering,5963
44951,2,Iaas,5963
44952,2,Spark,5963
44953,2,EMR,5963
44954,5,Aws Glue,5963
44955,5,Communication,5964
44956,3,DevOps,5964
44957,5,AWS Glue,5964
44958,4,Data warehouse,5964
44959,2,AWS,5964
44960,1,Tableau,5964
44961,5,ETL,5964
44962,5,Analytical,5964
44963,1,Azure SQL,5965
44964,3,Azure Data warehouse,5965
44965,5,NoSQL,5965
44966,3,IBM DB2,5965
44967,2,Azure Data Lake,5965
44968,1,Microsoft Azure Data Stack,5965
44969,1,Azure Data,5965
44970,3,Azure Data Factory,5965
44971,5,Azure Data warehouse,5966
44972,2,IBM DB2,5966
44973,3,Azure Data,5966
44974,2,Azure Data Factory,5966
44975,1,Cosmos,5966
44976,5,Microsoft Azure Data Stack,5966
44977,1,Azure SQL,5966
44978,4,NoSQL,5966
44979,4,Artificial Intelligence,5967
44980,2,R,5967
44981,4,Agile Software Design Life Cycle,5967
44982,5,predictive analytics,5967
44983,4,Python,5967
44984,3,Big Data,5967
44985,2,machine learning,5967
44986,3,IT Skills,5967
44987,3,Azure Databricks,5968
44988,2,PySpark,5968
44989,5,ADF,5968
44990,5,SQL,5968
44991,5,IT Skills,5968
44992,2,Azure,5968
44993,5,Object oriented design,5969
44994,1,Interpersonal skills,5969
44995,3,Backend,5969
44996,3,Data modeling,5969
44997,4,Coding,5969
44998,1,SCALA,5969
44999,1,Python,5969
45000,4,Software engineering,5969
45001,3,HortonWorks,5970
45002,3,Linux,5970
45003,4,Cassandra,5970
45004,5,Hive,5970
45005,1,Mongo DB,5970
45006,2,Agile,5970
45007,3,Impala,5970
45008,5,Kudu,5970
45009,2,data analytics,5971
45010,2,EC2,5971
45011,4,SQS,5971
45012,1,Snowflake,5971
45013,5,MS SQL Server,5971
45014,5,S3,5971
45015,3,SNS,5971
45016,5,AWS,5971
45017,4,Supply chain,5972
45018,2,data cleansing,5972
45019,1,Analytical,5972
45020,3,Machine learning,5972
45021,1,Telematics,5972
45022,4,Predictive modeling,5972
45023,2,Data mining,5972
45024,1,Automotive,5972
45025,2,GIT,5973
45026,1,spark,5973
45027,4,SCALA,5973
45028,2,Design development,5973
45029,4,Data analytics,5973
45030,5,big data,5973
45031,3,Information technology,5973
45032,3,SQL,5973
45033,1,Java,5974
45034,1,Mysql,5974
45035,2,Javascript,5974
45036,1,Big Data,5974
45037,3,Aws,5974
45038,5,Python,5974
45039,3,Postgresql,5975
45040,4,Cloud,5975
45041,3,Data analytics,5975
45042,3,Python,5975
45043,1,Identity management,5975
45044,2,Power BI,5976
45045,2,Data Science,5976
45046,4,Spotfire,5976
45047,5,Business Intelligence,5976
45048,3,R,5976
45049,5,Data Analysis,5976
45050,5,Data Mining,5976
45051,4,Data Visualization,5976
45052,3,SAS,5977
45053,1,SAS Macros,5977
45054,2,Data Engineering,5977
45055,4,Data Manipulation,5977
45056,4,Data Analytics,5977
45057,5,SQL,5977
45058,1,PROC SQL,5977
45059,5,Solution architecture,5978
45060,1,Data management,5978
45061,2,Data modeling,5978
45062,3,RDBMS,5978
45063,5,Business analysis,5978
45064,3,PLSQL,5978
45065,1,Workflow,5978
45066,2,Data quality,5978
45067,3,LDM,5979
45068,5,Data Management,5979
45069,2,PDM,5979
45070,5,Data Modeling,5979
45071,5,Data Architecture,5979
45072,5,OLAP,5979
45073,2,OLTP,5979
45074,1,RDBMS,5979
45075,5,ETL,5980
45076,4,Sql,5980
45077,5,Python,5980
45078,5,Pyspark,5980
45079,1,Redshift Aws,5980
45080,5,SCALA,5980
45081,5,Redshift Db,5980
45082,5,pyscala,5980
45083,4,machine learning,5981
45084,5,Big Data,5981
45085,1,Artificial Intelligence,5981
45086,5,predictive analytics,5981
45087,3,R,5981
45088,1,Python,5981
45089,5,Agile Software Design Life Cycle,5981
45090,5,IT Skills,5981
45091,5,Azure SQL,5982
45092,5,Azure Data warehouse,5982
45093,4,NoSQL,5982
45094,4,IBM DB2,5982
45095,5,Azure Data Lake,5982
45096,1,Microsoft Azure Data Stack,5982
45097,4,Azure Data,5982
45098,2,Azure Data Factory,5982
45099,2,R,5983
45100,4,Agile Software Design Life Cycle,5983
45101,3,Python,5983
45102,1,machine learning,5983
45103,3,predictive analytics,5983
45104,3,Big Data,5983
45105,2,Artificial Intelligence,5983
45106,1,IT Skills,5983
45107,2,Google BigQuery,5984
45108,1,communication,5984
45109,3,BigQuery,5984
45110,1,Unix shell scripting,5984
45111,4,Python,5984
45112,2,Informatica,5984
45113,1,Google Cloud,5984
45114,1,Informatica ETL,5984
45115,1,python,5985
45116,5,git,5985
45117,3,integration testing,5985
45118,5,bash,5985
45119,5,etl,5985
45120,3,aws,5985
45121,3,sql server,5985
45122,4,pyspark,5986
45123,2,Azure Databricks,5986
45124,3,azure data factory,5986
45125,2,Azure Data Lake,5986
45126,1,Azure Data Bricks,5986
45127,1,SQL,5986
45128,2,IT Skills,5986
45129,3,Azure,5986
45130,5,Big Data,5987
45131,4,HBase,5987
45132,4,Python,5987
45133,5,IT Skills,5987
45134,3,Java,5987
45135,2,Software Development,5987
45136,2,Node.js,5987
45137,2,Github,5987
45138,3,IT Skills,5988
45139,4,Software Development,5988
45140,3,MS SQL,5988
45141,3,AWS,5988
45142,5,Computer science,5988
45143,4,PDF,5988
45144,4,Technology consulting,5988
45145,2,RDBMS,5988
45146,4,IT Skills,5989
45147,1,Java,5989
45148,3,Cloud,5989
45149,4,Big Data,5989
45150,2,Backend,5989
45151,3,Time management,5989
45152,3,Analytical,5989
45153,4,Data processing,5989
45154,2,python,5990
45155,4,Data analysis,5990
45156,4,SAS,5990
45157,5,Database design,5990
45158,4,linear regression,5990
45159,4,Data architecture,5990
45160,5,cloud,5990
45161,1,Logistic regression,5990
45162,5,MIN,5991
45163,5,spark,5991
45164,3,Hadoop,5991
45165,2,Cloud,5991
45166,1,big data,5991
45167,2,AWS,5991
45168,5,technical data management,5992
45169,2,data management,5992
45170,4,Linux,5992
45171,1,PowerBi,5992
45172,3,Process Data Engineer,5992
45173,1,Python,5992
45174,2,SQL,5992
45175,4,AWS Glue,5993
45176,2,Hive,5993
45177,3,AWS Redshift,5993
45178,2,Agile,5993
45179,3,AWS data Pipeline,5993
45180,3,Oozie,5993
45181,4,communication,5993
45182,1,PySpark,5993
45183,1,Coding,5994
45184,2,Analytical,5994
45185,5,Configuration management,5994
45186,5,Machine learning,5994
45187,1,JSON,5994
45188,1,Open source,5994
45189,3,infrastructure services,5994
45190,3,VMS,5994
45191,5,Azure Data Factory,5995
45192,3,Azure Databricks,5995
45193,4,Azure Data Lake,5995
45194,5,Power Bi Reports,5995
45195,2,Pyspark,5995
45196,1,Azure Active Directory,5995
45197,5,DW,5995
45198,4,Microsoft Azure,5995
45199,3,Data Lake,5996
45200,1,etl,5996
45201,3,data engineering,5996
45202,1,AWS,5996
45203,4,PLSQL,5996
45204,3,Data Architecture,5996
45205,3,Data Modeling,5996
45206,5,SQL,5996
45207,5,Pyspark,5997
45208,2,GCP,5997
45209,2,Spark,5997
45210,3,Python,5997
45211,3,sql,5997
45212,4,IT Skills,5997
45213,3,Java,5997
45214,4,Cloud,5997
45215,4,python,5998
45216,2,Data Engineering,5998
45217,4,airflow,5998
45218,5,Bigquery,5998
45219,5,data engineer,5998
45220,1,dbt,5998
45221,5,Luigi,5998
45222,4,Azure Data Factory,5999
45223,4,Stored Procedures,5999
45224,5,SSRS,5999
45225,3,SSIS,5999
45226,3,SQL Server Reporting Services,5999
45227,5,SQL Database,5999
45228,4,ETL,5999
45229,1,views,5999
45230,3,data services,6000
45231,1,data science,6000
45232,3,data security,6000
45233,3,big data analytics,6000
45234,2,cassandra,6000
45235,1,Consulting,6000
45236,2,Hadoop,6000
45237,4,Programming,6000
45238,2,Computer science,6001
45239,2,C++,6001
45240,4,Linux,6001
45241,4,Networking,6001
45242,3,RDBMS,6001
45243,1,PHP,6001
45244,3,Resource management,6001
45245,2,Ruby,6001
45246,5,Airflow,6002
45247,3,Bigquery,6002
45248,2,SQL,6002
45249,1,Data management,6003
45250,2,Machine learning,6003
45251,1,Agile,6003
45252,1,Manager Technology,6003
45253,2,Data processing,6003
45254,2,Data quality,6003
45255,3,data privacy,6003
45256,5,big data,6003
45257,4,IT Skills,6004
45258,3,Cloud,6004
45259,5,Big Data,6004
45260,3,Engineering,6004
45261,5,Technology,6004
45262,2,Data Engineer,6004
45263,4,Azure,6005
45264,3,Data Structures,6005
45265,5,Cloud,6005
45266,5,Data Engineer,6005
45267,5,Data Modeling,6005
45268,4,Aws,6005
45269,5,Python,6005
45270,4,Tableau,6006
45271,2,Python,6006
45272,1,Hadoop,6006
45273,1,Hive,6006
45274,4,Spark,6006
45275,1,amazon redshift,6006
45276,1,OLAP,6006
45277,2,Vertica,6006
45278,1,IT Skills,6007
45279,4,Java,6007
45280,3,Big Data,6007
45281,4,Unix,6007
45282,1,hive,6007
45283,5,B2B Marketing,6007
45284,3,SQL queries,6007
45285,2,NoSQL,6007
45286,5,written communication,6008
45287,4,Big data,6008
45288,3,ETL,6008
45289,1,R,6008
45290,5,BigQuery,6008
45291,2,Athena,6008
45292,2,Snowflake,6008
45293,2,RDS,6008
45294,3,ETL,6009
45295,4,Python,6009
45296,4,Airflow,6009
45297,1,Algorithms,6009
45298,3,predictive modeling,6009
45299,4,Kafka,6009
45300,1,Data Modeling,6009
45301,4,AWS,6009
45302,2,Azure,6010
45303,3,spark,6010
45304,4,azure data factory,6010
45305,1,ADLS,6010
45306,1,Azure cloud services,6010
45307,1,Event hub,6010
45308,1,SSIS,6010
45309,5,Azure data,6010
45310,4,NoSQL,6011
45311,2,data science,6011
45312,1,GCP,6011
45313,2,big data analytics,6011
45314,1,data security,6011
45315,3,cassandra,6011
45316,3,MongoDB,6011
45317,1,Python,6011
45318,1,data services,6012
45319,1,NoSQL,6012
45320,1,GCP,6012
45321,2,data security,6012
45322,4,cassandra,6012
45323,1,Consulting,6012
45324,3,Data analytics,6012
45325,3,MongoDB,6012
45326,1,NoSQL,6013
45327,1,data science,6013
45328,3,GCP,6013
45329,3,big data analytics,6013
45330,3,data security,6013
45331,2,cassandra,6013
45332,1,MongoDB,6013
45333,1,Python,6013
45334,1,Pyspark,6014
45335,1,xml,6014
45336,5,azure data factory,6014
45337,3,communications,6014
45338,3,Azure,6014
45339,3,Databricks,6014
45340,5,Azure Data Lake Storage,6014
45341,2,Security,6014
45342,5,Computer science,6015
45343,4,Business objects,6015
45344,1,Data management,6015
45345,5,Data modeling,6015
45346,4,Coding,6015
45347,1,Cognos,6015
45348,2,Agile,6015
45349,2,Distribution system,6015
45350,3,Hive,6016
45351,5,Spark,6016
45352,2,Machine Learning,6016
45353,2,Entry Level,6016
45354,3,Big Data,6016
45355,2,Data Visualization,6016
45356,5,Alarm Management,6016
45357,5,Analytics,6016
45358,2,Star Schema,6017
45359,1,Hive,6017
45360,5,SSAS,6017
45361,5,Amazon Redshift,6017
45362,2,SSRS,6017
45363,2,Hadoop,6017
45364,5,SQL Server,6017
45365,4,Data Warehousing,6017
45366,5,Supply chain,6018
45367,1,Business process,6018
45368,2,MS Access,6018
45369,1,Analytical,6018
45370,3,Workflow,6018
45371,1,Data quality,6018
45372,3,Operations,6018
45373,2,Remote support,6018
45374,4,Object oriented design,6019
45375,1,Product engineering,6019
45376,5,Machine learning,6019
45377,2,data governance,6019
45378,5,Natural language processing,6019
45379,3,Data mining,6019
45380,1,AWS,6019
45381,3,Python,6019
45382,1,Pyspark,6020
45383,4,Azure,6020
45384,4,GCP,6020
45385,2,Data Engineer,6020
45386,2,AWS,6020
45387,4,Azure,6021
45388,3,Pyspark,6021
45389,5,Azure Data Engineer,6021
45390,3,ADF,6021
45391,3,Databricks,6021
45392,5,Nifi,6021
45393,3,Python,6021
45394,3,InfoPath,6022
45395,5,Data migration,6022
45396,1,Product engineering,6022
45397,2,C,6022
45398,4,Moss,6022
45399,3,Agile,6022
45400,5,Windows Workflow Foundation,6022
45401,4,Scrum,6022
45402,2,Computer science,6023
45403,3,GIT,6023
45404,5,Data management,6023
45405,1,Data modeling,6023
45406,2,Analytical,6023
45407,4,Schema,6023
45408,4,PHP,6023
45409,5,Data quality,6023
45410,5,NoSQL,6024
45411,3,Machine learning,6024
45412,3,Presales,6024
45413,1,microsoft azure,6024
45414,4,Data analytics,6024
45415,5,Open source,6024
45416,5,Cosmos,6024
45417,1,Data warehousing,6024
45418,1,Backend,6025
45419,4,Front end,6025
45420,1,GIT,6025
45421,5,Linux,6025
45422,2,Coding,6025
45423,4,Tools,6025
45424,4,Service,6025
45425,3,Machinery,6025
45426,4,Business services,6026
45427,5,Linux,6026
45428,3,Networking,6026
45429,3,Wealth management,6026
45430,5,Architecture,6026
45431,5,SCALA,6026
45432,1,Agile,6026
45433,2,Asset management,6026
45434,2,Manager Quality Assurance,6027
45435,5,Version control,6027
45436,4,Schema,6027
45437,4,Agile,6027
45438,4,Data quality,6027
45439,5,Informatica,6027
45440,3,Analytics,6027
45441,3,SQL,6027
45442,4,Java,6028
45443,2,Data Pipeline,6028
45444,4,Scala,6028
45445,1,Master Data Management,6028
45446,5,Data Engineer,6028
45447,1,Hdfs,6028
45448,4,Aws,6028
45449,1,Apache Spark,6028
45450,4,IT Skills,6029
45451,1,Python,6029
45452,2,Cloud,6029
45453,1,AWS,6029
45454,5,Windows OS,6029
45455,4,cloud security,6029
45456,3,Linux,6029
45457,5,OS internals,6029
45458,3,Cloud computing,6030
45459,5,Web application development,6030
45460,1,Web technologies,6030
45461,2,Machine learning,6030
45462,1,Programming,6030
45463,2,SDK,6030
45464,5,Python,6030
45465,4,Machine Learning,6031
45466,3,Java,6031
45467,4,Lua,6031
45468,3,Cloud computing,6031
45469,1,Web application development,6031
45470,3,Python,6031
45471,2,IT Skills,6031
45472,5,Cloud,6031
45473,4,Data Analytics,6032
45474,2,Predictive Modeling,6032
45475,2,R,6032
45476,2,Data Management,6032
45477,4,Data Mining,6032
45478,1,Data Modeling,6032
45479,3,Analytics,6032
45480,2,Data Ingestion,6033
45481,5,Data Lake,6033
45482,3,Data Analytics,6033
45483,5,Azure SynapseAzure,6033
45484,3,Azure,6033
45485,1,Databricks,6033
45486,2,Spark,6033
45487,5,SQL DWH,6033
45488,5,Data engineer,6034
45489,5,python,6034
45490,1,Postgres,6034
45491,4,MySQL,6034
45492,1,MongoDB,6034
45493,4,Postgresql,6034
45494,2,SQL,6034
45495,4,Pandas,6034
45496,3,Hadoop Development,6035
45497,2,IT Skills,6035
45498,2,Java,6035
45499,4,Testing,6035
45500,3,Big Data,6035
45501,5,Power BI,6035
45502,4,SCALA,6035
45503,2,MongoDB,6035
45504,5,OLAP,6036
45505,1,Data Maintenance,6036
45506,3,Data Architecture,6036
45507,5,ETL,6036
45508,4,SQL,6036
45509,1,Data Integration,6036
45510,4,R DBT,6037
45511,3,NoSQL,6037
45512,3,DBT,6037
45513,2,Python,6037
45514,3,Dynamo DB,6037
45515,1,MongoDB,6037
45516,5,Couchbase,6037
45517,1,Scala,6037
45518,4,Data bricks,6038
45519,1,Data warehouse,6038
45520,5,Big Query,6038
45521,5,Azure Data Lakes,6038
45522,5,Data Lakes,6038
45523,4,Azure,6038
45524,4,Machine learning,6038
45525,5,Big Data,6038
45526,3,IT services,6039
45527,4,SAN,6039
45528,1,Performance tuning,6039
45529,4,SOC,6039
45530,5,SCALA,6039
45531,4,SMS,6039
45532,2,Apache,6039
45533,2,SQL,6039
45534,2,Java,6040
45535,2,Hibernate,6040
45536,1,Scala,6040
45537,5,Data Structures,6040
45538,1,Big Data,6040
45539,2,Spring Boot,6040
45540,5,Aws,6040
45541,3,Spring Security,6040
45542,5,IT Skills,6041
45543,1,Java,6041
45544,5,Python,6041
45545,3,Software Development,6041
45546,2,Cloud,6041
45547,3,Oracle,6041
45548,1,Big Data,6041
45549,4,data services,6041
45550,5,Data modeling,6042
45551,2,Database design,6042
45552,5,Agile,6042
45553,5,data governance,6042
45554,1,test driven development,6042
45555,3,Analytics,6042
45556,4,SQL,6042
45557,5,Python,6042
45558,2,AWS EMR,6043
45559,3,PySpark,6043
45560,2,Apache,6043
45561,4,Spark,6043
45562,1,SparkSQL,6043
45563,3,SQL,6043
45564,3,Apache Spark,6043
45565,5,IT Skills,6043
45566,5,Performance tuning,6044
45567,3,Data analysis,6044
45568,5,Data migration,6044
45569,3,Consulting,6044
45570,4,Disaster recovery,6044
45571,4,Machine learning,6044
45572,5,Apache,6044
45573,3,Troubleshooting,6044
45574,2,Data Engineering,6045
45575,2,Hadoop Development,6045
45576,1,IT Skills,6045
45577,1,Java,6045
45578,5,Testing,6045
45579,1,Big Data,6045
45580,1,Power BI,6045
45581,4,spark,6045
45582,1,GIS,6046
45583,3,Computer science,6046
45584,2,NoSQL,6046
45585,3,neo4j,6046
45586,4,Consulting,6046
45587,2,SCALA,6046
45588,1,MongoDB,6046
45589,3,big data,6046
45590,2,Linux,6047
45591,2,Architecture,6047
45592,5,power bi,6047
45593,2,Informatica,6047
45594,2,application architecture,6047
45595,5,microsoft,6047
45596,5,Open source,6047
45597,2,big data,6047
45598,2,Airflow,6048
45599,2,Redshift,6048
45600,2,AWS Redshift,6048
45601,5,CICD,6048
45602,3,Netezza,6048
45603,3,communication,6048
45604,2,object - oriented development,6048
45605,4,verbal,6048
45606,5,Azure Data Lake,6049
45607,4,Azure Data Factory,6049
45608,4,PySpark,6049
45609,4,Azure,6049
45610,5,Azure SQL DW / Synapse,6049
45611,3,Python,6049
45612,1,communication,6049
45613,3,verbal,6049
45614,5,Lake,6050
45615,5,Azure Data Factory,6050
45616,3,SQL Server,6050
45617,5,Data warehouse,6050
45618,2,Azure Storage,6050
45619,1,architecture,6050
45620,4,written,6050
45621,1,oral,6050
45622,3,IT Skills,6051
45623,1,Cloud,6051
45624,1,Product Management,6051
45625,3,Big Data,6051
45626,3,JMS,6051
45627,3,SOA,6051
45628,1,XML,6051
45629,4,Agile,6051
45630,1,AWS EMR,6052
45631,4,ORC,6052
45632,1,Spark,6052
45633,3,Dremio,6052
45634,4,Docker,6052
45635,5,Athena,6052
45636,3,Kubernetes,6052
45637,2,verbal communication,6052
45638,5,IT Skills,6053
45639,5,Python,6053
45640,3,Data Science,6053
45641,4,DBA,6053
45642,5,snowflake,6053
45643,4,Warehouse,6053
45644,3,Power Bi,6053
45645,5,Data Sources,6053
45646,3,IT Skills,6054
45647,1,Python,6054
45648,5,Cloud,6054
45649,4,AWS,6054
45650,3,Airflow,6054
45651,1,Business Intelligence,6054
45652,2,Data Engineering,6054
45653,1,Bigquery,6054
45654,1,Backend,6055
45655,4,Database design,6055
45656,2,Schema,6055
45657,1,Data structures,6055
45658,5,Business intelligence,6055
45659,4,Operations,6055
45660,3,Analytics,6055
45661,4,Automotive,6055
45662,4,TSQL,6056
45663,4,GIT,6056
45664,4,SQL,6056
45665,1,Entity Framework,6056
45666,2,Azure SQL,6056
45667,3,IT Skills,6056
45668,5,Azure,6056
45669,4,T-SQL,6056
45670,2,data mining,6057
45671,5,statistical analysis,6057
45672,4,Computer science,6057
45673,2,Front end,6057
45674,4,HTML,6057
45675,1,Windows,6057
45676,1,Mobile applications,6057
45677,4,Open source,6057
45678,1,ETL,6058
45679,4,PySpark,6058
45680,5,Databricks,6058
45681,5,Kedro,6058
45682,3,Hive,6058
45683,1,Open Source,6058
45684,5,Azure DevOps,6058
45685,2,Agile,6058
45686,1,Azure Data Factory,6059
45687,1,PowerBI,6059
45688,3,CICD,6059
45689,1,DAX,6059
45690,4,ETL,6059
45691,2,SSIS,6059
45692,2,azure,6059
45693,5,T - SQL,6059
45694,2,big data,6060
45695,5,hive,6060
45696,4,oracle,6060
45697,5,spark,6060
45698,1,hdfs,6060
45699,1,hadoop,6060
45700,1,etl,6060
45701,2,sales,6060
45702,2,IoT,6061
45703,4,Big Data,6061
45704,3,Kafka,6061
45705,2,SQL Database,6061
45706,4,Spark,6061
45707,1,ML,6061
45708,1,Pyspark,6061
45709,2,Hadoop,6061
45710,2,Backend,6062
45711,4,Networking,6062
45712,5,Agile methodology,6062
45713,4,Unit testing,6062
45714,3,Business intelligence,6062
45715,1,JIRA,6062
45716,3,Project delivery,6062
45717,3,Information technology,6062
45718,3,Lambda,6063
45719,2,EMR,6063
45720,4,Java,6063
45721,2,Spark,6063
45722,3,UNIX,6063
45723,4,AIX scripting,6063
45724,1,DevOps,6063
45725,5,Python,6063
45726,4,python,6064
45727,2,data modeling,6064
45728,5,Glue,6064
45729,3,Data Architecture,6064
45730,2,AWS,6064
45731,3,IT Skills,6064
45732,4,Java,6064
45733,4,Machine Learning,6064
45734,2,Scala,6065
45735,2,GraphQL,6065
45736,1,Spark,6065
45737,2,Graph,6065
45738,1,Python,6065
45739,3,Gremlin,6065
45740,4,Neo4j,6065
45741,2,NoSQL,6065
45742,5,REST,6066
45743,1,Kafka,6066
45744,1,SQL,6066
45745,2,MySQL,6066
45746,4,SpringMVC,6066
45747,2,Hibernate,6066
45748,4,MongoDB,6066
45749,3,Hadoop,6066
45750,1,Spark,6067
45751,5,Python,6067
45752,2,RDBMS,6067
45753,2,Apache,6067
45754,4,SQL& Databricks,6067
45755,5,DB2,6067
45756,1,ODS,6067
45757,1,Data Lake,6067
45758,2,VPC,6068
45759,2,Power BI,6068
45760,2,Tableau,6068
45761,4,Pig,6068
45762,3,Dbt,6068
45763,5,Spark,6068
45764,4,R,6068
45765,5,AWS Kinesis,6068
45766,4,azure data lake,6069
45767,1,pyspark,6069
45768,2,azure data factory,6069
45769,5,Azure,6069
45770,5,Hadoop,6069
45771,4,DataBricks,6069
45772,1,Azure Data Services,6069
45773,4,HDInsight,6069
45774,2,Order management,6070
45775,1,Automation,6070
45776,4,Linux,6070
45777,5,Data management,6070
45778,1,Flex,6070
45779,3,Business intelligence,6070
45780,1,Unix shell scripting,6070
45781,4,Analytics,6070
45782,4,IT Skills,6071
45783,1,Python,6071
45784,3,Testing,6071
